featurizer_id,issue_id,response_latency,cost,clear_isolated_cause,complex_data_formats,component_interactions,config_special_chars,cross_platform,database_specific,encoding_i18n,environment_dependent,localized_fix,math_edge_cases,no_deep_implementation,parsing_regex,reproducible,resource_optimization,simple_edge_case,single_component,standard_patterns,type_coercion,undocumented_assumptions
baseline,django__django-16082,5.626823902130127,0.009765,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,django__django-16100,5.117120981216431,0.009741,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,django__django-16116,5.7329771518707275,0.01014,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16136,6.126535892486572,0.011682000000000001,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,django__django-16139,6.2182457447052,0.01083,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True
baseline,django__django-16145,5.491361141204834,0.010104,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,django__django-16255,5.840259790420532,0.011082,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16256,6.39184308052063,0.011619,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,django__django-16263,5.109052896499634,0.009975000000000001,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True
baseline,django__django-16315,6.579313039779663,0.010728,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
baseline,django__django-16333,5.55153489112854,0.010071,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16429,5.5582427978515625,0.010533,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,django__django-16454,6.404271125793457,0.011363999999999999,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16485,5.207420825958252,0.00981,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False
baseline,django__django-16493,5.8333518505096436,0.010374000000000001,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True
baseline,django__django-16502,6.238471269607544,0.011231999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16527,6.041549205780029,0.010029,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16560,5.282402992248535,0.010143,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,django__django-16569,5.973819017410278,0.011196000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16595,6.017180919647217,0.010977,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16612,5.493733167648315,0.010298999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16631,5.3777077198028564,0.010191,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,django__django-16642,5.2068190574646,0.009816,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16661,5.945838212966919,0.010686000000000001,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,django__django-16662,5.733453989028931,0.010032,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-16667,5.91321587562561,0.011163,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False
baseline,django__django-16801,5.307919979095459,0.010059,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False
baseline,django__django-16819,5.042649030685425,0.00966,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
baseline,django__django-16877,5.113379001617432,0.009888000000000001,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False
baseline,django__django-16899,6.3077661991119385,0.010166999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,django__django-16901,5.6112141609191895,0.010631999999999999,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True
baseline,django__django-16938,7.007601261138916,0.013395,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,django__django-16950,6.0218188762664795,0.010959,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,django__django-17029,5.600481986999512,0.010428,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-17084,5.550167083740234,0.010227,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False
baseline,django__django-17087,5.5145790576934814,0.010581,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,django__django-7530,5.243930101394653,0.009930000000000001,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,django__django-9296,5.220638990402222,0.009906,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,matplotlib__matplotlib-13989,6.07633900642395,0.010968,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-14623,5.757168769836426,0.010728,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True
baseline,matplotlib__matplotlib-20488,6.182017087936401,0.011439000000000001,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,True
baseline,matplotlib__matplotlib-20676,5.942782163619995,0.010842000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-20826,6.0710461139678955,0.011823,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-20859,6.680596351623535,0.011673,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-21568,5.865202188491821,0.01086,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-22719,6.450762987136841,0.018738,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True
baseline,matplotlib__matplotlib-22865,6.269074201583862,0.011013,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-22871,6.841470003128052,0.010932,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-23299,6.080689191818237,0.011247,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
baseline,matplotlib__matplotlib-23314,5.656383037567139,0.010353000000000001,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-23412,6.638999938964844,0.011564999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-23476,7.322403907775879,0.013236000000000001,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-24026,6.167674779891968,0.01173,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-24149,5.741469860076904,0.012675,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-24177,6.277605295181274,0.011304,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-24570,5.92971396446228,0.010943999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,matplotlib__matplotlib-24627,5.157362937927246,0.010038,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
baseline,matplotlib__matplotlib-24637,6.584117889404297,0.011523,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-24870,5.734426021575928,0.010716,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,matplotlib__matplotlib-24970,6.101494073867798,0.011094,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,matplotlib__matplotlib-25122,6.111340045928955,0.010539,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-25287,5.8902599811553955,0.011658,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-25311,5.508344888687134,0.010314,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-25332,5.68330717086792,0.010473,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-25479,6.596017837524414,0.016041,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-25775,5.19455099105835,0.010068,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,matplotlib__matplotlib-25960,6.172208070755005,0.01032,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-26113,6.4336559772491455,0.01866,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,matplotlib__matplotlib-26208,6.4213292598724365,0.011661000000000001,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,matplotlib__matplotlib-26291,6.614424705505371,0.013287,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True
baseline,matplotlib__matplotlib-26342,5.622671127319336,0.010107,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,matplotlib__matplotlib-26466,6.384136915206909,0.011046,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,mwaskom__seaborn-3069,9.753175258636475,0.010404,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
baseline,mwaskom__seaborn-3187,5.79688024520874,0.010905,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
baseline,pallets__flask-5014,5.084425926208496,0.009726,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,psf__requests-1142,5.389202117919922,0.009843000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,psf__requests-1724,6.372965097427368,0.017070000000000002,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False
baseline,psf__requests-1766,5.959938049316406,0.010245,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,psf__requests-1921,5.142894983291626,0.010137,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,psf__requests-2317,5.55656623840332,0.010293,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True
baseline,psf__requests-2931,4.877376079559326,0.009831,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False
baseline,psf__requests-5414,5.7812511920928955,0.011043,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
baseline,psf__requests-6028,12.142338037490845,0.010878,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-2905,5.983912229537964,0.011709,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,pydata__xarray-3095,6.162408113479614,0.011757,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False
baseline,pydata__xarray-3151,5.782786130905151,0.012018000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-3305,6.189385890960693,0.011640000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-3677,6.149868011474609,0.011040000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,pydata__xarray-3993,5.889476776123047,0.010263000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,pydata__xarray-4075,6.194838047027588,0.011997,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,pydata__xarray-4094,6.195441007614136,0.011445,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True
baseline,pydata__xarray-4356,5.5102620124816895,0.010254,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-4629,6.446380138397217,0.012489,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-4687,6.015312194824219,0.013884,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-4695,6.198750972747803,0.01374,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True
baseline,pydata__xarray-4966,6.564308166503906,0.01407,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,pydata__xarray-6461,5.512994050979614,0.010494,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-6599,6.213733911514282,0.014799,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,False
baseline,pydata__xarray-6721,6.246062755584717,0.019287,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True
baseline,pydata__xarray-6744,5.780372142791748,0.010992,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True
baseline,pydata__xarray-6938,5.9467809200286865,0.012738,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,pydata__xarray-6992,5.7199931144714355,0.01098,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,pydata__xarray-7229,6.056144952774048,0.012726000000000001,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,pydata__xarray-7233,6.250600337982178,0.011412,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pydata__xarray-7393,6.1285719871521,0.012114,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,pylint-dev__pylint-4551,5.5238447189331055,0.010371,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False
baseline,pylint-dev__pylint-4604,5.149895906448364,0.010227,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pylint-dev__pylint-4661,5.425117254257202,0.010317,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,pylint-dev__pylint-4970,5.085171937942505,0.010038,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pylint-dev__pylint-6386,5.505561828613281,0.010263000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pylint-dev__pylint-6528,5.935690879821777,0.011481,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,pylint-dev__pylint-6903,6.6550679206848145,0.012405,True,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False
baseline,pylint-dev__pylint-7080,7.974886894226074,0.034929,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,pylint-dev__pylint-7277,5.642638206481934,0.010539,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pylint-dev__pylint-8898,6.102165937423706,0.013023,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-10051,6.2223711013793945,0.010932,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-10081,6.115052938461304,0.012066,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,pytest-dev__pytest-10356,6.52733588218689,0.013752,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
baseline,pytest-dev__pytest-5262,6.548603057861328,0.013788000000000002,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False
baseline,pytest-dev__pytest-5631,6.284656047821045,0.011934,True,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False
baseline,pytest-dev__pytest-5787,6.170920133590698,0.012473999999999999,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True
baseline,pytest-dev__pytest-5809,5.576025009155273,0.010482,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-5840,5.956913948059082,0.010143,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-6197,6.481346845626831,0.012438000000000001,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-6202,6.458193778991699,0.011856,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-7205,6.3884618282318115,0.013892999999999999,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False
baseline,pytest-dev__pytest-7236,6.023503065109253,0.012066,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True
baseline,pytest-dev__pytest-7324,5.021805763244629,0.010055999999999999,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True
baseline,pytest-dev__pytest-7432,5.560006856918335,0.010269,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-7490,6.25803804397583,0.023823,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-7521,6.316699743270874,0.013341,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-7571,5.232767105102539,0.009984,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-7982,5.139014005661011,0.009963,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,pytest-dev__pytest-8399,5.871088981628418,0.010416,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-10297,6.269056081771851,0.010992,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-10844,6.577484130859375,0.011616000000000001,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-10908,6.170138835906982,0.011283000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-11310,6.155384063720703,0.010569,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-11578,5.995321750640869,0.016344,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-12585,6.036693572998047,0.01071,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-12682,5.462496042251587,0.010023,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
baseline,scikit-learn__scikit-learn-12973,6.228473901748657,0.010863000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-13124,5.84109091758728,0.01749,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-13135,6.012584924697876,0.014976,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-13142,6.447892904281616,0.012942,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True
baseline,scikit-learn__scikit-learn-13328,6.376228332519531,0.014334,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,scikit-learn__scikit-learn-13439,6.611209869384766,0.010881,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-13496,5.459851026535034,0.010659,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-13779,5.491047143936157,0.010134,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-14053,6.067430257797241,0.012428999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-14087,6.149167776107788,0.012012,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-14141,4.944658994674683,0.009677999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-14496,6.462697982788086,0.011652,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,scikit-learn__scikit-learn-14629,6.115019798278809,0.011349,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
baseline,scikit-learn__scikit-learn-14710,7.249063968658447,0.015771,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False
baseline,scikit-learn__scikit-learn-14894,5.7949700355529785,0.01158,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-14983,6.127463102340698,0.011034,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,scikit-learn__scikit-learn-15100,5.96317195892334,0.011640000000000001,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-25102,6.181046009063721,0.011517,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False
baseline,scikit-learn__scikit-learn-25232,5.730581998825073,0.010676999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
baseline,scikit-learn__scikit-learn-25747,6.195038795471191,0.015702,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True
baseline,scikit-learn__scikit-learn-25931,6.528354644775391,0.012402,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-25973,6.394841909408569,0.011226,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True
baseline,scikit-learn__scikit-learn-26194,5.554145097732544,0.010698,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-26323,6.112903118133545,0.012501,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,scikit-learn__scikit-learn-9288,6.185076951980591,0.012924,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True
baseline,sphinx-doc__sphinx-10323,6.525335073471069,0.012384,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True
baseline,sphinx-doc__sphinx-10435,6.816487073898315,0.012303,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-10449,6.830267906188965,0.013068,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sphinx-doc__sphinx-10466,6.515856742858887,0.012444,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-10614,6.5207929611206055,0.012465,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,sphinx-doc__sphinx-10673,6.00998330116272,0.010809,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-11445,6.271639823913574,0.011328000000000001,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True
baseline,sphinx-doc__sphinx-11510,6.249767780303955,0.014849999999999999,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
baseline,sphinx-doc__sphinx-7440,5.709053993225098,0.010440000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-7454,6.212918043136597,0.012165,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-7462,5.854458808898926,0.010686000000000001,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-7590,6.459545850753784,0.010110000000000001,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False
baseline,sphinx-doc__sphinx-7748,5.3180458545684814,0.009846,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-7757,5.577353000640869,0.010224,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-7889,5.949908971786499,0.010614,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False
baseline,sphinx-doc__sphinx-7910,5.8044750690460205,0.010614,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,sphinx-doc__sphinx-7985,6.344581127166748,0.011054999999999999,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8035,5.3461997509002686,0.010083,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8056,6.0512566566467285,0.011115,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8120,6.114138126373291,0.011241000000000001,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8265,6.096099138259888,0.011307000000000001,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8269,5.76889967918396,0.010659,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8459,5.989892959594727,0.010787999999999999,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sphinx-doc__sphinx-8475,5.512816905975342,0.010173,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8548,5.470166921615601,0.00987,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True
baseline,sphinx-doc__sphinx-8551,6.330066919326782,0.011574000000000001,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,True
baseline,sphinx-doc__sphinx-8593,5.211889743804932,0.010143,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8595,5.178908824920654,0.010185,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8621,6.018512010574341,0.011342999999999999,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
baseline,sphinx-doc__sphinx-8638,6.701996088027954,0.011838000000000001,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
baseline,sphinx-doc__sphinx-8721,5.32172703742981,0.010047,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
baseline,sphinx-doc__sphinx-9229,6.470224857330322,0.012915,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True
baseline,sphinx-doc__sphinx-9230,5.938143968582153,0.010832999999999999,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False
